nombre_hotel,ciudad,plataforma,checkin,checkout,fecha_captura,grupo,integrante,precio_noche,precio_texto,zona_geografica
Hotel Plaza Colon,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:33.539000,G5_Turismo_Hoteleria,Lucas-Cheuque,45485,$45.485,Norte
Hotel Gavina Express Arica,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:33.733000,G5_Turismo_Hoteleria,Lucas-Cheuque,58178,$58.178,Norte
Hotel Y Restaurant Isidora,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:33.769000,G5_Turismo_Hoteleria,Lucas-Cheuque,40196,$40.196,Norte
Hotel Andalucía,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:33.794000,G5_Turismo_Hoteleria,Lucas-Cheuque,43634,$43.634,Norte
Panamericana Hotel Arica,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:33.818000,G5_Turismo_Hoteleria,Lucas-Cheuque,68119,$68.119,Norte
Hotel Concorde,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:33.846000,G5_Turismo_Hoteleria,Lucas-Cheuque,36176,$36.176,Norte
Hotel Samaña,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:33.883000,G5_Turismo_Hoteleria,Lucas-Cheuque,52149,$52.149,Norte
Amaru Hotel,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:33.916000,G5_Turismo_Hoteleria,Lucas-Cheuque,67434,$67.434,Norte
Hotel Del Valle Azapa,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:33.982000,G5_Turismo_Hoteleria,Lucas-Cheuque,56274,$56.274,Norte
Hotel & Spa Las Taguas,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.016000,G5_Turismo_Hoteleria,Lucas-Cheuque,71929,$71.929,Norte
Le Prince Arica,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.046000,G5_Turismo_Hoteleria,Lucas-Cheuque,32685,$32.685,Norte
Raymi House Hostel,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.071000,G5_Turismo_Hoteleria,Lucas-Cheuque,24636,$24.636,Norte
Hostel Posada de Gallo,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.092000,G5_Turismo_Hoteleria,Lucas-Cheuque,21156,$21.156,Norte
Antay Hotel & Spa,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.113000,G5_Turismo_Hoteleria,Lucas-Cheuque,155494,$155.494,Norte
Hotel Savona,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.147000,G5_Turismo_Hoteleria,Lucas-Cheuque,60294,$60.294,Norte
Hotel Puerto Chinchorro,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.173000,G5_Turismo_Hoteleria,Lucas-Cheuque,75741,$75.741,Norte
Hostel Willka Kuti Backpackers,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.195000,G5_Turismo_Hoteleria,Lucas-Cheuque,25852,$25.852,Norte
Hostal D' Silvia,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.217000,G5_Turismo_Hoteleria,Lucas-Cheuque,40196,$40.196,Norte
Diego De Almagro Arica,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.241000,G5_Turismo_Hoteleria,Lucas-Cheuque,101194,$101.194,Norte
Novotel Arica,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.263000,G5_Turismo_Hoteleria,Lucas-Cheuque,107113,$107.113,Norte
Apart Hotel Viscachani,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.287000,G5_Turismo_Hoteleria,Lucas-Cheuque,69814,$69.814,Norte
Hotel Apacheta,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.313000,G5_Turismo_Hoteleria,Lucas-Cheuque,107189,$107.189,Norte
Hostal Copa Arica,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.336000,G5_Turismo_Hoteleria,Lucas-Cheuque,31818,$31.818,Norte
Hotel Qamiri,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.363000,G5_Turismo_Hoteleria,Lucas-Cheuque,38318,$38.318,Norte
Illariy Wasi Hostal,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.395000,G5_Turismo_Hoteleria,Lucas-Cheuque,32130,$32.130,Norte
Casa Huespedes Angoba,Arica,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:34.421000,G5_Turismo_Hoteleria,Lucas-Cheuque,47600,$47.600,Norte
Terrado Cavancha,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:55.681000,G5_Turismo_Hoteleria,Lucas-Cheuque,59236,$59.236,Norte
Holiday Inn Express Iquique By IHG,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:55.704000,G5_Turismo_Hoteleria,Lucas-Cheuque,76953,$76.953,Norte
Terrado Suites Iquique,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:55.726000,G5_Turismo_Hoteleria,Lucas-Cheuque,83212,$83.212,Norte
Diego De Almagro Iquique,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:55.748000,G5_Turismo_Hoteleria,Lucas-Cheuque,75103,$75.103,Norte
Hilton Garden Inn Iquique,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:55.772000,G5_Turismo_Hoteleria,Lucas-Cheuque,114590,$114.590,Norte
Gran Cavancha Suite,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:55.794000,G5_Turismo_Hoteleria,Lucas-Cheuque,56062,$56.062,Norte
Terrado Arturo Prat,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:55.819000,G5_Turismo_Hoteleria,Lucas-Cheuque,40460,$40.460,Norte
NH Iquique Pacifico,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:55.844000,G5_Turismo_Hoteleria,Lucas-Cheuque,62416,$62.416,Norte
Studio 56 Apart Hotel by Terrado Iquique,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:55.877000,G5_Turismo_Hoteleria,Lucas-Cheuque,40460,$40.460,Norte
ibis budget Iquique,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:55.905000,G5_Turismo_Hoteleria,Lucas-Cheuque,37882,$37.882,Norte
NH Iquique Costa,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:55.926000,G5_Turismo_Hoteleria,Lucas-Cheuque,59765,$59.765,Norte
Playa Hotel - Cavancha,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:55.950000,G5_Turismo_Hoteleria,Lucas-Cheuque,43158,$43.158,Norte
ibis Iquique,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:55.973000,G5_Turismo_Hoteleria,Lucas-Cheuque,42425,$42.425,Norte
Hotel Gavina Express Iquique,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:55.995000,G5_Turismo_Hoteleria,Lucas-Cheuque,52889,$52.889,Norte
Hotel Terra Iquique,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:56.016000,G5_Turismo_Hoteleria,Lucas-Cheuque,48959,$48.959,Norte
Hotel Baquedano Boulevard,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:56.039000,G5_Turismo_Hoteleria,Lucas-Cheuque,49500,$49.500,Norte
Pampa Hotel Boutique,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:56.061000,G5_Turismo_Hoteleria,Lucas-Cheuque,55534,$55.534,Norte
Hotel Cavancha,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:56.085000,G5_Turismo_Hoteleria,Lucas-Cheuque,77350,$77.350,Norte
hotel velero cavancha,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:56.110000,G5_Turismo_Hoteleria,Lucas-Cheuque,51979,$51.979,Norte
Hotel Cano,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:56.135000,G5_Turismo_Hoteleria,Lucas-Cheuque,73780,$73.780,Norte
Hotel Las Dunas,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:56.157000,G5_Turismo_Hoteleria,Lucas-Cheuque,42007,$42.007,Norte
Backpacker's Hostel Iquique,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:56.181000,G5_Turismo_Hoteleria,Lucas-Cheuque,34875,$34.875,Norte
Hotel Velero Express,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:56.202000,G5_Turismo_Hoteleria,Lucas-Cheuque,29618,$29.618,Norte
Hogar Doña Gloria,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:56.225000,G5_Turismo_Hoteleria,Lucas-Cheuque,35965,$35.965,Norte
Gran Cavancha Hotel & Apartment,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:56.248000,G5_Turismo_Hoteleria,Lucas-Cheuque,63467,$63.467,Norte
Hotel La Carreta Playa Brava,Iquique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:00:56.270000,G5_Turismo_Hoteleria,Lucas-Cheuque,46205,$46.205,Norte
Geotel Calama,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.594000,G5_Turismo_Hoteleria,Lucas-Cheuque,79334,$79.334,Norte
ibis budget Calama,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.618000,G5_Turismo_Hoteleria,Lucas-Cheuque,59500,$59.500,Norte
Hotel Diego de Almagro Alto el Loa Calama,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.641000,G5_Turismo_Hoteleria,Lucas-Cheuque,120940,$120.940,Norte
Hotel Diego de Almagro Calama Express,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.662000,G5_Turismo_Hoteleria,Lucas-Cheuque,105778,$105.778,Norte
Park Hotel Calama,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.683000,G5_Turismo_Hoteleria,Lucas-Cheuque,62852,$62.852,Norte
Diego De Almagro Calama,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.704000,G5_Turismo_Hoteleria,Lucas-Cheuque,124466,$124.466,Norte
Hotel Agua Del Desierto,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.725000,G5_Turismo_Hoteleria,Lucas-Cheuque,111776,$111.776,Norte
Ibis Calama,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.746000,G5_Turismo_Hoteleria,Lucas-Cheuque,60000,$60.000,Norte
Hotel Modular Express Calama,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.774000,G5_Turismo_Hoteleria,Lucas-Cheuque,74415,$74.415,Norte
Atankalama,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.806000,G5_Turismo_Hoteleria,Lucas-Cheuque,77853,$77.853,Norte
Ayelen Express,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.833000,G5_Turismo_Hoteleria,Lucas-Cheuque,62039,$62.039,Norte
Hotel Aymara,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.860000,G5_Turismo_Hoteleria,Lucas-Cheuque,40000,$40.000,Norte
Jallalla,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.883000,G5_Turismo_Hoteleria,Lucas-Cheuque,40196,$40.196,Norte
Hotel Quitor,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.909000,G5_Turismo_Hoteleria,Lucas-Cheuque,65230,$65.230,Norte
Céntrico Dpto Calama,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.933000,G5_Turismo_Hoteleria,Lucas-Cheuque,73780,$73.780,Norte
Cómodo Dpto Calama Centro,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.955000,G5_Turismo_Hoteleria,Lucas-Cheuque,80920,$80.920,Norte
Dpto Calama Centro,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:36.998000,G5_Turismo_Hoteleria,Lucas-Cheuque,77350,$77.350,Norte
Personal Laboral y agrupaciones,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:37.020000,G5_Turismo_Hoteleria,Lucas-Cheuque,42311,$42.311,Norte
Hospedaje Oasis Modulares,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:37.056000,G5_Turismo_Hoteleria,Lucas-Cheuque,26626,$26.626,Norte
Acogedor Dpto Calama,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:37.079000,G5_Turismo_Hoteleria,Lucas-Cheuque,67830,$67.830,Norte
Departamento Calama,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:37.106000,G5_Turismo_Hoteleria,Lucas-Cheuque,62832,$62.832,Norte
Edificio Concepto,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:37.130000,G5_Turismo_Hoteleria,Lucas-Cheuque,68756,$68.756,Norte
Departamento Calama Kamac Mayu,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:37.157000,G5_Turismo_Hoteleria,Lucas-Cheuque,64153,$64.153,Norte
Departamento Por DÍas,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:37.182000,G5_Turismo_Hoteleria,Lucas-Cheuque,79334,$79.334,Norte
Habitación Express Calama,Calama,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:01:37.208000,G5_Turismo_Hoteleria,Lucas-Cheuque,32130,$32.130,Norte
Geotel Antofagasta,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.036000,G5_Turismo_Hoteleria,Lucas-Cheuque,83459,$83.459,Norte
Hotel Antofagasta,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.061000,G5_Turismo_Hoteleria,Lucas-Cheuque,78343,$78.343,Norte
Enjoy Antofagasta,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.098000,G5_Turismo_Hoteleria,Lucas-Cheuque,201631,$201.631,Norte
ibis Antofagasta,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.119000,G5_Turismo_Hoteleria,Lucas-Cheuque,63500,$63.500,Norte
Hampton by Hilton Antofagasta,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.143000,G5_Turismo_Hoteleria,Lucas-Cheuque,78985,$78.985,Norte
Rq Antofagasta,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.192000,G5_Turismo_Hoteleria,Lucas-Cheuque,92027,$92.027,Norte
Wyndham Garden Antofagasta Pettra,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.218000,G5_Turismo_Hoteleria,Lucas-Cheuque,93085,$93.085,Norte
Holiday Inn Express Antofagasta By IHG,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.241000,G5_Turismo_Hoteleria,Lucas-Cheuque,67771,$67.771,Norte
NH Antofagasta,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.275000,G5_Turismo_Hoteleria,Lucas-Cheuque,68502,$68.502,Norte
Hotel Diego De Almagro Costanera - Antofagasta,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.300000,G5_Turismo_Hoteleria,Lucas-Cheuque,117414,$117.414,Norte
Terrado Suites Antofagasta,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.325000,G5_Turismo_Hoteleria,Lucas-Cheuque,98726,$98.726,Norte
ibis Styles Antofagasta,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.363000,G5_Turismo_Hoteleria,Lucas-Cheuque,50000,$50.000,Norte
Studio 56 by Terrado,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.401000,G5_Turismo_Hoteleria,Lucas-Cheuque,64877,$64.877,Norte
Spark Hoteles,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.419000,G5_Turismo_Hoteleria,Lucas-Cheuque,96963,$96.963,Norte
Hotel Costa Pacifico - Suite,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.439000,G5_Turismo_Hoteleria,Lucas-Cheuque,112125,$112.125,Norte
Hotel Diego de Almagro Antofagasta Express,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.459000,G5_Turismo_Hoteleria,Lucas-Cheuque,75808,$75.808,Norte
Tempora Apart Hotel,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.478000,G5_Turismo_Hoteleria,Lucas-Cheuque,53550,$53.550,Norte
Hotel Alto Antofagasta,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.498000,G5_Turismo_Hoteleria,Lucas-Cheuque,86844,$86.844,Norte
Ah Hotel,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.517000,G5_Turismo_Hoteleria,Lucas-Cheuque,54000,$54.000,Norte
Hospedaje Nuevo Amanecer,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.538000,G5_Turismo_Hoteleria,Lucas-Cheuque,49416,$49.416,Norte
Hotel Marina,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.563000,G5_Turismo_Hoteleria,Lucas-Cheuque,75334,$75.334,Norte
Alto del Sol Costanera Antofagasta,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.609000,G5_Turismo_Hoteleria,Lucas-Cheuque,72282,$72.282,Norte
Apart Antofagasta,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.630000,G5_Turismo_Hoteleria,Lucas-Cheuque,68756,$68.756,Norte
Hotel Ming Shen,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.650000,G5_Turismo_Hoteleria,Lucas-Cheuque,86870,$86.870,Norte
Hotel Costa Pacifico - Express,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.670000,G5_Turismo_Hoteleria,Lucas-Cheuque,93085,$93.085,Norte
Apart Hotel Astore,Antofagasta,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:16.690000,G5_Turismo_Hoteleria,Lucas-Cheuque,46291,$46.291,Norte
ibis budget Copiapo,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.371000,G5_Turismo_Hoteleria,Lucas-Cheuque,45220,$45.220,Norte
Hotel Chagall,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.394000,G5_Turismo_Hoteleria,Lucas-Cheuque,127484,$127.484,Norte
Antay Casino Hotel,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.417000,G5_Turismo_Hoteleria,Lucas-Cheuque,137512,$137.512,Norte
ibis Copiapo,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.439000,G5_Turismo_Hoteleria,Lucas-Cheuque,61087,$61.087,Norte
Diego De Almagro Copiapo,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.463000,G5_Turismo_Hoteleria,Lucas-Cheuque,119529,$119.529,Norte
Hotel Atacama Suites,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.485000,G5_Turismo_Hoteleria,Lucas-Cheuque,144916,$144.916,Norte
Hotel San Francisco de la Selva,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.512000,G5_Turismo_Hoteleria,Lucas-Cheuque,85359,$85.359,Norte
Tikay Suite Hotel,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.538000,G5_Turismo_Hoteleria,Lucas-Cheuque,66640,$66.640,Norte
Hotel Pulmahue,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.565000,G5_Turismo_Hoteleria,Lucas-Cheuque,60932,$60.932,Norte
Hotel Altos de Atacama,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.589000,G5_Turismo_Hoteleria,Lucas-Cheuque,59236,$59.236,Norte
Hotel Boutique Molzano,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.609000,G5_Turismo_Hoteleria,Lucas-Cheuque,71929,$71.929,Norte
Hotel Rocas de Bahía,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.628000,G5_Turismo_Hoteleria,Lucas-Cheuque,218961,$218.961,Norte
Hotel Minga,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.651000,G5_Turismo_Hoteleria,Lucas-Cheuque,41650,$41.650,Norte
Hotel Blanco Encalada,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.681000,G5_Turismo_Hoteleria,Lucas-Cheuque,97242,$97.242,Norte
Hotel Montecatini Spa,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.703000,G5_Turismo_Hoteleria,Lucas-Cheuque,59500,$59.500,Norte
Hostal Sol de Atacama,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.729000,G5_Turismo_Hoteleria,Lucas-Cheuque,50774,$50.774,Norte
Hotel & Cabañas El Mirador Caldera,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.751000,G5_Turismo_Hoteleria,Lucas-Cheuque,80779,$80.779,Norte
Hostal Ckair,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.774000,G5_Turismo_Hoteleria,Lucas-Cheuque,95200,$95.200,Norte
Hotel Montecarlo,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.814000,G5_Turismo_Hoteleria,Lucas-Cheuque,79175,$79.175,Norte
Hotel K,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.837000,G5_Turismo_Hoteleria,Lucas-Cheuque,154700,$154.700,Norte
El valle,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.858000,G5_Turismo_Hoteleria,Lucas-Cheuque,39111,$39.111,Norte
Amoblados Copiapo,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.879000,G5_Turismo_Hoteleria,Lucas-Cheuque,62409,$62.409,Norte
El valle 2,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.900000,G5_Turismo_Hoteleria,Lucas-Cheuque,47600,$47.600,Norte
Terrabahia Residences,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.936000,G5_Turismo_Hoteleria,Lucas-Cheuque,83914,$83.914,Norte
Domo Camping,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.958000,G5_Turismo_Hoteleria,Lucas-Cheuque,63467,$63.467,Norte
Hostal Cactus Copiapo,Copiapo,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:34.982000,G5_Turismo_Hoteleria,Lucas-Cheuque,33161,$33.161,Norte
Hotel Serena Suite,La Serena,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:02:53.290000,G5_Turismo_Hoteleria,Lucas-Cheuque,89928,$89.928,Norte
