nombre_hotel,ciudad,plataforma,checkin,checkout,fecha_captura,grupo,integrante,precio_noche,precio_texto,zona_geografica
Solace Hotel Puerto Varas,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.253000,G5_Turismo_Hoteleria,Lucas-Cheuque,125876,$125.876,Sur
Radisson Hotel Puerto Varas,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.283000,G5_Turismo_Hoteleria,Lucas-Cheuque,251273,$251.273,Sur
Hotel Bellavista,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.307000,G5_Turismo_Hoteleria,Lucas-Cheuque,215788,$215.788,Sur
Dein Haus Hotel y Departamentos,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.330000,G5_Turismo_Hoteleria,Lucas-Cheuque,62938,$62.938,Sur
Casa Kalfu Hotel Boutique,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.352000,G5_Turismo_Hoteleria,Lucas-Cheuque,79968,$79.968,Sur
Hotel Awa,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.374000,G5_Turismo_Hoteleria,Lucas-Cheuque,581780,$581.780,Sur
Casa Molino Hotel Boutique & Restaurant Puerto Varas,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.395000,G5_Turismo_Hoteleria,Lucas-Cheuque,246735,$246.735,Sur
Hotel Puelche,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.417000,G5_Turismo_Hoteleria,Lucas-Cheuque,115298,$115.298,Sur
Hotel Museo El Greco Puerto Varas,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.439000,G5_Turismo_Hoteleria,Lucas-Cheuque,99784,$99.784,Sur
Hotel Cabaña del Lago,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.461000,G5_Turismo_Hoteleria,Lucas-Cheuque,163175,$163.175,Sur
Hotel Germania,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.483000,G5_Turismo_Hoteleria,Lucas-Cheuque,136486,$136.486,Sur
Hotel Terrazas del Lago,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.505000,G5_Turismo_Hoteleria,Lucas-Cheuque,89365,$89.365,Sur
Hotel Agua Nativa,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.527000,G5_Turismo_Hoteleria,Lucas-Cheuque,78995,$78.995,Sur
Mapatagonia Hostel Casa Historica,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.548000,G5_Turismo_Hoteleria,Lucas-Cheuque,40481,$40.481,Sur
Casa Ellies Hotel Boutique,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.568000,G5_Turismo_Hoteleria,Lucas-Cheuque,70998,$70.998,Sur
Hostal Compass del Sur,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.591000,G5_Turismo_Hoteleria,Lucas-Cheuque,44427,$44.427,Sur
Parque la Pajarera,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.635000,G5_Turismo_Hoteleria,Lucas-Cheuque,79334,$79.334,Sur
Dolce Vita - Alojamiento Histórico,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.659000,G5_Turismo_Hoteleria,Lucas-Cheuque,88854,$88.854,Sur
Casa Azul Hostel,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:18.681000,G5_Turismo_Hoteleria,Lucas-Cheuque,56743,$56.743,Sur
Hotel Boutique Casa&Alma,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:19.430000,G5_Turismo_Hoteleria,Lucas-Cheuque,80920,$80.920,Sur
Hostal Brisas del Sur,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:19.453000,G5_Turismo_Hoteleria,Lucas-Cheuque,31733,$31.733,Sur
Patagonia Route B&B,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:19.477000,G5_Turismo_Hoteleria,Lucas-Cheuque,99432,$99.432,Sur
Apart & Tour,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:19.525000,G5_Turismo_Hoteleria,Lucas-Cheuque,80920,$80.920,Sur
Departamentos Nómades del Lago,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:19.547000,G5_Turismo_Hoteleria,Lucas-Cheuque,72987,$72.987,Sur
Hostal y Cabañas - Villa Germana,Puerto Varas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:19.568000,G5_Turismo_Hoteleria,Lucas-Cheuque,48658,$48.658,Sur
Gran Pacifico,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.251000,G5_Turismo_Hoteleria,Lucas-Cheuque,111924,$111.924,Sur
Courtyard by Marriott Puerto Montt,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.271000,G5_Turismo_Hoteleria,Lucas-Cheuque,129402,$129.402,Sur
Hotel Angelmontt,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.310000,G5_Turismo_Hoteleria,Lucas-Cheuque,41254,$41.254,Sur
Abba Presidente Suites Puerto Montt,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.338000,G5_Turismo_Hoteleria,Lucas-Cheuque,86063,$86.063,Sur
Novotel Puerto Montt,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.362000,G5_Turismo_Hoteleria,Lucas-Cheuque,109956,$109.956,Sur
ibis Puerto Montt,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.386000,G5_Turismo_Hoteleria,Lucas-Cheuque,69562,$69.562,Sur
Gran Hotel Vicente Costanera,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.409000,G5_Turismo_Hoteleria,Lucas-Cheuque,89012,$89.012,Sur
Hostal Copiapó Puerto Montt,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.434000,G5_Turismo_Hoteleria,Lucas-Cheuque,38080,$38.080,Sur
Hotel Le Mirage,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.458000,G5_Turismo_Hoteleria,Lucas-Cheuque,53312,$53.312,Sur
Hotel Diego de Almagro Puerto Montt,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.482000,G5_Turismo_Hoteleria,Lucas-Cheuque,96611,$96.611,Sur
Hotel Don Luis Puerto Montt,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.505000,G5_Turismo_Hoteleria,Lucas-Cheuque,109198,$109.198,Sur
Casona Alemana,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.534000,G5_Turismo_Hoteleria,Lucas-Cheuque,52780,$52.780,Sur
Hotel Antupiren,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.559000,G5_Turismo_Hoteleria,Lucas-Cheuque,79334,$79.334,Sur
Hotel Diego de Almagro Castro,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.585000,G5_Turismo_Hoteleria,Lucas-Cheuque,114240,$114.240,Sur
Islanet Hostel & Bar,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.630000,G5_Turismo_Hoteleria,Lucas-Cheuque,46274,$46.274,Sur
Hotel Apart Colón,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.662000,G5_Turismo_Hoteleria,Lucas-Cheuque,94143,$94.143,Sur
Hotel Vista Mar,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.689000,G5_Turismo_Hoteleria,Lucas-Cheuque,64877,$64.877,Sur
Hotel Esmeralda,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.738000,G5_Turismo_Hoteleria,Lucas-Cheuque,91111,$91.111,Sur
Hotel Unicornio Azul,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.770000,G5_Turismo_Hoteleria,Lucas-Cheuque,80920,$80.920,Sur
Hostal Fx,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.798000,G5_Turismo_Hoteleria,Lucas-Cheuque,31733,$31.733,Sur
Hostal Torre de Babel,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.818000,G5_Turismo_Hoteleria,Lucas-Cheuque,37784,$37.784,Sur
Tungulú - Hotel Boutique & Cabañas,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.841000,G5_Turismo_Hoteleria,Lucas-Cheuque,125686,$125.686,Sur
Hostal Santa Fe,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.866000,G5_Turismo_Hoteleria,Lucas-Cheuque,35700,$35.700,Sur
Departamentos Egaña,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.893000,G5_Turismo_Hoteleria,Lucas-Cheuque,42311,$42.311,Sur
Enjoy Chiloé,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.921000,G5_Turismo_Hoteleria,Lucas-Cheuque,146630,$146.630,Sur
Hotel Nuna,Puerto Montt,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:38.959000,G5_Turismo_Hoteleria,Lucas-Cheuque,34907,$34.907,Sur
Hotel Diego de Almagro Coyhaique,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.427000,G5_Turismo_Hoteleria,Lucas-Cheuque,115651,$115.651,Sur
Madero Aysen Aparthotel,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.449000,G5_Turismo_Hoteleria,Lucas-Cheuque,103398,$103.398,Sur
Entre Cumbres Apart Hotel,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.483000,G5_Turismo_Hoteleria,Lucas-Cheuque,127607,$127.607,Sur
Nómades Hotel Boutique,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.512000,G5_Turismo_Hoteleria,Lucas-Cheuque,190401,$190.401,Sur
Hostal Viento Sur,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.537000,G5_Turismo_Hoteleria,Lucas-Cheuque,68756,$68.756,Sur
The Patagonian Lodge,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.560000,G5_Turismo_Hoteleria,Lucas-Cheuque,159200,$159.200,Sur
Patagon Backpackers,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.583000,G5_Turismo_Hoteleria,Lucas-Cheuque,42269,$42.269,Sur
Hostal Casa Arrayán,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.604000,G5_Turismo_Hoteleria,Lucas-Cheuque,74045,$74.045,Sur
Casa Balmaceda Backpackers,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.624000,G5_Turismo_Hoteleria,Lucas-Cheuque,54740,$54.740,Sur
Pura Hotel,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.644000,G5_Turismo_Hoteleria,Lucas-Cheuque,140000,$140.000,Sur
Donde Lupe,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.666000,G5_Turismo_Hoteleria,Lucas-Cheuque,57120,$57.120,Sur
La casona de don Juan,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.688000,G5_Turismo_Hoteleria,Lucas-Cheuque,48552,$48.552,Sur
Hotel Loyola,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.708000,G5_Turismo_Hoteleria,Lucas-Cheuque,74045,$74.045,Sur
Hostal Uruz,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.730000,G5_Turismo_Hoteleria,Lucas-Cheuque,97104,$97.104,Sur
Roble Austral Hostal,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.751000,G5_Turismo_Hoteleria,Lucas-Cheuque,88896,$88.896,Sur
Ventisca Sur,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.772000,G5_Turismo_Hoteleria,Lucas-Cheuque,52128,$52.128,Sur
Hostal Boutique 'Maryluz',Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.794000,G5_Turismo_Hoteleria,Lucas-Cheuque,58178,$58.178,Sur
Calafate Apart Hotel,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.816000,G5_Turismo_Hoteleria,Lucas-Cheuque,100489,$100.489,Sur
La Ruta de Aysén,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.838000,G5_Turismo_Hoteleria,Lucas-Cheuque,51126,$51.126,Sur
Cabañas Kuyen,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.863000,G5_Turismo_Hoteleria,Lucas-Cheuque,82824,$82.824,Sur
Cabañas Cerro Huemules,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.890000,G5_Turismo_Hoteleria,Lucas-Cheuque,116356,$116.356,Sur
Hospedaje Bopphouse,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.918000,G5_Turismo_Hoteleria,Lucas-Cheuque,80021,$80.021,Sur
Departamentos Km 5,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.940000,G5_Turismo_Hoteleria,Lucas-Cheuque,79334,$79.334,Sur
Apartamento Bordeluna,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.962000,G5_Turismo_Hoteleria,Lucas-Cheuque,116356,$116.356,Sur
Cabañas Lago Elizalde,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:56.983000,G5_Turismo_Hoteleria,Lucas-Cheuque,105778,$105.778,Sur
Cabañas Antü 1,Coyhaique,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:06:57.005000,G5_Turismo_Hoteleria,Lucas-Cheuque,75030,$75.030,Sur
Weskar Lodge Hotel,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:14.805000,G5_Turismo_Hoteleria,Lucas-Cheuque,151051,$151.051,Sur
Lady Florence Dixie,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:14.831000,G5_Turismo_Hoteleria,Lucas-Cheuque,114240,$114.240,Sur
Hotel Altiplanico Puerto Natales,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:14.856000,G5_Turismo_Hoteleria,Lucas-Cheuque,148089,$148.089,Sur
Hotel Costaustralis,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:14.886000,G5_Turismo_Hoteleria,Lucas-Cheuque,119507,$119.507,Sur
Hostal America en Puerto Natales,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:14.909000,G5_Turismo_Hoteleria,Lucas-Cheuque,68756,$68.756,Sur
The Singular Patagonia,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:14.931000,G5_Turismo_Hoteleria,Lucas-Cheuque,581780,$581.780,Sur
Hotel Simple Patagonia,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:14.954000,G5_Turismo_Hoteleria,Lucas-Cheuque,349068,$349.068,Sur
Hotel Capitán Eberhard,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:14.986000,G5_Turismo_Hoteleria,Lucas-Cheuque,93356,$93.356,Sur
Cabañas Ultima Esperanza,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.049000,G5_Turismo_Hoteleria,Lucas-Cheuque,60777,$60.777,Sur
Hotel Big Sur,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.083000,G5_Turismo_Hoteleria,Lucas-Cheuque,121010,$121.010,Sur
Hotel Vendaval,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.101000,G5_Turismo_Hoteleria,Lucas-Cheuque,142801,$142.801,Sur
Natalino Hotel Patagonia,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.119000,G5_Turismo_Hoteleria,Lucas-Cheuque,177707,$177.707,Sur
Vinnhaus,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.138000,G5_Turismo_Hoteleria,Lucas-Cheuque,218961,$218.961,Sur
Noi Indigo Patagonia,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.160000,G5_Turismo_Hoteleria,Lucas-Cheuque,120365,$120.365,Sur
Hotel Milodon,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.190000,G5_Turismo_Hoteleria,Lucas-Cheuque,68756,$68.756,Sur
Hotel Costanera,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.215000,G5_Turismo_Hoteleria,Lucas-Cheuque,206310,$206.310,Sur
Arte Brisa Hostal Boutique,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.239000,G5_Turismo_Hoteleria,Lucas-Cheuque,94037,$94.037,Sur
Hotel Glaciares,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.261000,G5_Turismo_Hoteleria,Lucas-Cheuque,61827,$61.827,Sur
Hostal Andes Patagónicos,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.283000,G5_Turismo_Hoteleria,Lucas-Cheuque,105778,$105.778,Sur
Xalpen B&B,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.310000,G5_Turismo_Hoteleria,Lucas-Cheuque,71929,$71.929,Sur
Hostal Alcázar,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.333000,G5_Turismo_Hoteleria,Lucas-Cheuque,84157,$84.157,Sur
El Establo,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.357000,G5_Turismo_Hoteleria,Lucas-Cheuque,116300,$116.300,Sur
Hotel Río Rubens,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.385000,G5_Turismo_Hoteleria,Lucas-Cheuque,158667,$158.667,Sur
Agostini Hotel,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.416000,G5_Turismo_Hoteleria,Lucas-Cheuque,121645,$121.645,Sur
Hostal Los Pioneros,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.439000,G5_Turismo_Hoteleria,Lucas-Cheuque,74045,$74.045,Sur
Hostal Camino de Santiago,Puerto Natales,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:15.462000,G5_Turismo_Hoteleria,Lucas-Cheuque,148925,$148.925,Sur
Hotel Diego de Almagro Punta Arenas,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:34.910000,G5_Turismo_Hoteleria,Lucas-Cheuque,123408,$123.408,Sur
Hotel Cabo De Hornos,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:34.937000,G5_Turismo_Hoteleria,Lucas-Cheuque,148089,$148.089,Sur
Hotel Plaza,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:34.964000,G5_Turismo_Hoteleria,Lucas-Cheuque,100119,$100.119,Sur
Patagonia Hotel & Apart Suite,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:34.990000,G5_Turismo_Hoteleria,Lucas-Cheuque,121645,$121.645,Sur
Hotel Isla Rey Jorge,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.022000,G5_Turismo_Hoteleria,Lucas-Cheuque,114240,$114.240,Sur
Apart Hotel Endurance,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.041000,G5_Turismo_Hoteleria,Lucas-Cheuque,111067,$111.067,Sur
Hotel Los Navegantes,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.058000,G5_Turismo_Hoteleria,Lucas-Cheuque,83776,$83.776,Sur
Hostal Boutique Patagonia Mística,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.077000,G5_Turismo_Hoteleria,Lucas-Cheuque,72828,$72.828,Sur
Hotel Boutique La Yegua Loca,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.100000,G5_Turismo_Hoteleria,Lucas-Cheuque,149927,$149.927,Sur
Apart Hotel Quillango,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.126000,G5_Turismo_Hoteleria,Lucas-Cheuque,116356,$116.356,Sur
Hotel Carpa Manzano,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.151000,G5_Turismo_Hoteleria,Lucas-Cheuque,99960,$99.960,Sur
Almasur Punta Arenas,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.184000,G5_Turismo_Hoteleria,Lucas-Cheuque,110583,$110.583,Sur
Hostal Hielo Sur,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.212000,G5_Turismo_Hoteleria,Lucas-Cheuque,68333,$68.333,Sur
Hostal Fernando de Magalhaes,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.236000,G5_Turismo_Hoteleria,Lucas-Cheuque,80920,$80.920,Sur
Hotel Patagonia B&B,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.258000,G5_Turismo_Hoteleria,Lucas-Cheuque,84623,$84.623,Sur
Haiken Hostal,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.283000,G5_Turismo_Hoteleria,Lucas-Cheuque,69591,$69.591,Sur
Hotel Albatros,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.306000,G5_Turismo_Hoteleria,Lucas-Cheuque,98903,$98.903,Sur
Hostal Cordillera,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.332000,G5_Turismo_Hoteleria,Lucas-Cheuque,78223,$78.223,Sur
Hotel Boutique Restaurant Kran Kreen,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.357000,G5_Turismo_Hoteleria,Lucas-Cheuque,120034,$120.034,Sur
Hotel Mercurio,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.380000,G5_Turismo_Hoteleria,Lucas-Cheuque,65450,$65.450,Sur
Chalet Chapital Punta Arenas,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.402000,G5_Turismo_Hoteleria,Lucas-Cheuque,71400,$71.400,Sur
Hostal Host Patagonia,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.427000,G5_Turismo_Hoteleria,Lucas-Cheuque,40460,$40.460,Sur
Hostal Balmaceda,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.452000,G5_Turismo_Hoteleria,Lucas-Cheuque,31733,$31.733,Sur
Hostal Boutique Terra Antarctica,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.567000,G5_Turismo_Hoteleria,Lucas-Cheuque,63467,$63.467,Sur
Hostal Aventura Austral,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.637000,G5_Turismo_Hoteleria,Lucas-Cheuque,31733,$31.733,Sur
Hain Casa Hotel,Punta Arenas,Kayak.cl,2026-04-23,2026-04-26,2026-04-22 15:07:35.656000,G5_Turismo_Hoteleria,Lucas-Cheuque,81778,$81.778,Sur
